ibgeID;Municipio;ESPVIDA;E_ANOSESTUDO;T_ANALF18M;RDPC;IDHM
4300307;ALECRIM;76,13;11,36;8,37;561,62;0,672
4300406;ALEGRETE;75,93;10,98;6,3;705,29;0,74
4300455;ALEGRIA;74,07;11,4;10,62;692,76;0,695
4300471;ALMIRANTE TAMANDARÉ DO SUL;74,67;10,22;4,5;760,16;0,74
4300505;ALPESTRE;72,69;10,27;13,54;625,11;0,671
4300554;ALTO ALEGRE;76,52;10,36;7,86;880,85;0,747
4300570;ALTO FELIZ;78,14;9,73;2,69;802,2;0,734
4300604;ALVORADA;77,41;9,03;4,15;600,48;0,699
4300638;AMARAL FERRADOR;73,13;9,7;12,92;499,77;0,624
4300646;AMETISTA DO SUL;73,54;10,17;12,25;611,2;0,682
4300661;ANDRÉ DA ROCHA;75,19;10,38;6,95;792,19;0,72
4300703;ANTA GORDA;77,08;10,37;5,96;810,41;0,74
4300802;ANTÔNIO PRADO;75,07;10,56;5,11;1004,85;0,758
4300851;ARAMBARÉ;74,98;9,96;7,82;599,72;0,691
4300877;ARARICÁ;74,41;9,18;5,25;609,69;0,679
4300901;ARATIBA;76,38;10,73;4,57;1171,7;0,772
4301008;ARROIO DO MEIO;76,62;9,87;1,97;850,06;0,769
4301057;ARROIO DO SAL;75,61;9,68;4,11;800,4;0,74
4301073;ARROIO DO PADRE;76,59;8,86;4,83;883,18;0,669
4301107;ARROIO DOS RATOS;74,98;10,06;7,47;623,54;0,698
4301206;ARROIO DO TIGRE;75,9;10,38;7,5;654,51;0,707
4301305;ARROIO GRANDE;73,43;10,22;8,62;528,13;0,657
4301404;ARVOREZINHA;74,04;9,58;8,9;675,18;0,694
4301503;AUGUSTO PESTANA;75,84;11,37;4,2;1016,34;0,743
4301552;ÁUREA;75,48;9,06;5,76;686,1;0,707
4301602;BAGÉ;75,86;10,34;5,2;795,56;0,74
4301636;BALNEÁRIO PINHAL;75,17;9,63;5,51;662,85;0,696
4301651;BARÃO;75,14;10,36;3,19;947,28;0,748
4301701;BARÃO DE COTEGIPE;75,49;10,57;4,02;823,2;0,719
4301750;BARÃO DO TRIUNFO;74,28;9,68;10,41;441,81;0,61
4301800;BARRACÃO;78,12;10,75;9,29;667,95;0,71
4301859;BARRA DO GUARITA;75,68;10,54;10,6;609,31;0,734
4301875;BARRA DO QUARAÍ;73,13;10,57;7,83;483,29;0,662
4301909;BARRA DO RIBEIRO;74,32;9,94;7,43;589,16;0,67
4301925;BARRA DO RIO AZUL;75,5;11,55;8,41;634,55;0,723
4301958;BARRA FUNDA;76,36;11,17;5,49;757,01;0,763
4302006;BARROS CASSAL;72,71;9,39;16,39;587,45;0,65
4302055;BENJAMIN CONSTANT DO SUL;73,03;8,85;15,3;336,44;0,619
4302105;BENTO GONÇALVES;75,52;10,02;2,31;1196,56;0,778
4302154;BOA VISTA DAS MISSÕES;74,5;9,9;9,52;505,89;0,676
4302204;BOA VISTA DO BURICÁ;75,02;11,23;1,97;909,95;0,762
4302220;BOA VISTA DO CADEADO;76,04;9,01;5,91;594,94;0,703
4302238;BOA VISTA DO INCRA;77,02;8,87;5,34;633,52;0,731
4302253;BOA VISTA DO SUL;76,11;11,01;7,72;964,35;0,728
4302303;BOM JESUS;74,89;8,63;8,4;611,26;0,666
4302352;BOM PRINCÍPIO;75,18;9,71;1,82;855,42;0,746
4302378;BOM PROGRESSO;75,42;10,98;10,89;623,82;0,723
4302402;BOM RETIRO DO SUL;76,39;9,83;3,62;728,62;0,739
4302451;BOQUEIRÃO DO LEÃO;75,59;10,11;11,59;726,61;0,7
4302501;BOSSOROCA;74,24;9,98;8,46;502,18;0,692
4302584;BOZANO;76,18;10,93;5,43;982,06;0,745
4302600;BRAGA;74,81;10,54;14,76;475,39;0,674
4302659;BROCHIER;76,06;10,54;3,46;720,21;0,699
4302709;BUTIÁ;75,85;9,43;8,92;590,45;0,689
4302808;CAÇAPAVA DO SUL;76,27;9,77;8,68;618,98;0,704
4302907;CACEQUI;73,39;10,99;7,99;550,88;0,7
4303004;CACHOEIRA DO SUL;76,22;10,14;7,89;793,67;0,742
4303103;CACHOEIRINHA;76,42;10,05;3,07;844,04;0,757
4303202;CACIQUE DOBLE;73,57;10,7;10,88;539,67;0,662
4303301;CAIBATÉ;76,39;10,54;7,37;659,58;0,719
4303400;CAIÇARA;74;11,02;8;712,77;0,699
4303509;CAMAQUÃ;74,14;10,19;7,44;686,36;0,697
4303558;CAMARGO;76,25;10,06;9,05;916,32;0,736
4303608;CAMBARÁ DO SUL;75,25;10,07;7,3;643,45;0,697
4303673;CAMPESTRE DA SERRA;78,13;10,43;6,83;675,91;0,706
4303707;CAMPINA DAS MISSÕES;75,91;11,47;4,27;615,85;0,738
4303806;CAMPINAS DO SUL;75,49;10,48;4,93;869,1;0,76
4303905;CAMPO BOM;76,11;9,57;3,34;879,65;0,745
4304002;CAMPO NOVO;76,94;8,88;14,05;539,04;0,703
4304101;CAMPOS BORGES;74,16;11,07;9,92;637,46;0,708
4304200;CANDELÁRIA;75,49;9,93;10,03;620,92;0,674
4304309;CÂNDIDO GODÓI;76,17;11,38;3,53;706,19;0,728
4304358;CANDIOTA;76,57;8,46;5,79;638,77;0,698
4304408;CANELA;75,92;9,95;4,47;787,78;0,748
4304507;CANGUÇU;74,15;9,45;9,69;562,54;0,65
4304606;CANOAS;76,83;9,89;2,73;952,13;0,75
4304614;CANUDOS DO VALE;75,38;11,08;11,13;854,58;0,713
4304622;CAPÃO BONITO DO SUL;71,73;10,34;10,68;468,49;0,637
4304630;CAPÃO DA CANOA;76,11;8,75;3,91;884,47;0,743
4304655;CAPÃO DO CIPÓ;76,61;9,76;6,75;426,09;0,672
4304663;CAPÃO DO LEÃO;73,81;9,6;7,86;493,36;0,637
4304671;CAPIVARI DO SUL;75,17;8,49;8,24;1196,47;0,766
4304689;CAPELA DE SANTANA;73,93;9,42;6,16;533,88;0,661
4304697;CAPITÃO;75,49;10,86;5,58;835,57;0,746
4304705;CARAZINHO;75,42;10,45;4,3;881,73;0,766
4304713;CARAÁ;74,79;9,31;12,52;490,65;0,652
4304804;CARLOS BARBOSA;75,07;10,97;2,66;1446,56;0,796
4304853;CARLOS GOMES;78,14;10,37;5,05;761,35;0,739
4304903;CASCA;75,81;11,57;4,05;1011,38;0,785
4304952;CASEIROS;74,99;11,65;10,79;606,99;0,703
4305009;CATUÍPE;75,52;10,34;6,35;920,96;0,739
4305108;CAXIAS DO SUL;76,58;10,05;2,44;1253,93;0,782
4305116;CENTENÁRIO;76,36;11,01;4,32;651,77;0,701
4305124;CERRITO;74,41;10,58;12,81;476,66;0,649
4305132;CERRO BRANCO;73,93;10,33;13,86;519,95;0,661
4305157;CERRO GRANDE;73,19;10,73;15,06;538,45;0,674
4305173;CERRO GRANDE DO SUL;76,28;9,77;10,51;527,88;0,66
4305207;CERRO LARGO;75,91;10,95;4,67;862,05;0,764
4305306;CHAPADA;75,95;9,6;4,48;860,15;0,757
4305355;CHARQUEADAS;77,22;10,39;4,88;734,59;0,747
4305371;CHARRUA;78,12;8,41;14,1;618,89;0,62
4305405;CHIAPETTA;75,98;11,3;6,68;632,18;0,732
4305439;CHUÍ;72,52;9,69;1,97;535,86;0,706
4305447;CHUVISCA;74,1;10,59;10,24;471,66;0,616
4305454;CIDREIRA;75,89;9,08;3,8;750,55;0,729
4305504;CIRÍACO;76,31;10,17;7,57;725,12;0,719
4305587;COLINAS;75,38;10,41;3,07;1066,39;0,765
4305603;COLORADO;75,07;10,43;4,6;996,93;0,758
4305702;CONDOR;76,1;10,4;5,76;777,62;0,747
4305801;CONSTANTINA;78,12;10,23;8,76;732,39;0,754
4305835;COQUEIRO BAIXO;78,14;11,16;7,38;634,31;0,692
4305850;COQUEIROS DO SUL;75,42;11,19;5,31;1208,56;0,746
4305871;CORONEL BARROS;76,11;10,19;3,22;1112,14;0,744
4305900;CORONEL BICACO;73,19;10,65;12,13;509,04;0,665
4305934;CORONEL PILAR;75,07;11,27;4,19;942,36;0,727
4305959;COTIPORÃ;75,07;11,18;4,76;943,48;0,741
4305975;COXILHA;76,93;9,37;7,23;596,9;0,706
4306007;CRISSIUMAL;75,11;10,72;5,07;630,54;0,712
4306056;CRISTAL;74,57;9,33;10,09;575,45;0,644
4306072;CRISTAL DO SUL;74,56;11,08;13,06;430,67;0,66
4306106;CRUZ ALTA;76,49;10,21;4,72;871,81;0,75
4306130;CRUZALTENSE;75,92;10,25;7,26;723,18;0,719
4306205;CRUZEIRO DO SUL;74,98;9,69;4,01;832,23;0,723
4306304;DAVID CANABARRO;77,2;12,11;7,86;798,91;0,762
4306320;DERRUBADAS;75,74;10,72;10,5;497,31;0,707
4306353;DEZESSEIS DE NOVEMBRO;73,55;10,5;13,17;391,3;0,654
4306379;DILERMANDO DE AGUIAR;76,85;9,14;14,6;553,74;0,648
4306403;DOIS IRMÃOS;75,87;9,57;2,14;921,37;0,743
4306429;DOIS IRMÃOS DAS MISSÕES;72,81;8,13;13,2;446,59;0,67
4306452;DOIS LAJEADOS;75,19;10,37;5,4;992,68;0,757
4306502;DOM FELICIANO;74,1;9,47;13,05;409,72;0,587
4306551;DOM PEDRO DE ALCÂNTARA;74,21;10,58;5,82;611,05;0,691
4306601;DOM PEDRITO;75,88;10,28;6,22;686,15;0,708
4306700;DONA FRANCISCA;74,84;8,87;7,68;698,57;0,697
4306734;DOUTOR MAURÍCIO CARDOSO;75,41;11,4;6,62;652,63;0,706
4306759;DOUTOR RICARDO;76,3;11,3;7,67;843,35;0,724
4306767;ELDORADO DO SUL;75,66;9,46;4,44;692;0,717
4306809;ENCANTADO;76,5;9,57;3,39;931,47;0,767
4306908;ENCRUZILHADA DO SUL;77,5;9,54;11,46;539;0,657
4306924;ENGENHO VELHO;74,23;8,99;11,45;775,44;0,717
4306932;ENTRE-IJUÍS;74,74;10,13;6,48;594,67;0,68
4306957;ENTRE RIOS DO SUL;76,4;10,85;9,64;657,86;0,703
4306973;EREBANGO;75,24;9,72;7,29;583,76;0,712
4307005;ERECHIM;74,95;10,06;3,42;1038,39;0,776
4307054;ERNESTINA;76,25;11,22;6,55;634,28;0,716
4307104;HERVAL;75,59;9,93;7,95;752,24;0,687
4307203;ERVAL GRANDE;78,12;9,63;12,62;677,58;0,681
4307302;ERVAL SECO;74,28;10,54;12,53;505,57;0,685
4307401;ESMERALDA;74,64;10,48;8,69;514,34;0,68
4307450;ESPERANÇA DO SUL;72,25;9,83;10,63;502,89;0,661
4307500;ESPUMOSO;78,04;10,29;7,94;834,66;0,765
4307559;ESTAÇÃO;75,55;8,42;3,58;862,69;0,753
4307609;ESTÂNCIA VELHA;78,23;10,12;2,77;848,45;0,757
4307708;ESTEIO;75,57;10,25;2,77;955,86;0,754
4307807;ESTRELA;75,97;9,91;2,55;1002,78;0,767
4307815;ESTRELA VELHA;72,5;11,11;9,62;650,28;0,679
4307831;EUGÊNIO DE CASTRO;78,11;10,04;6,85;613,5;0,712
4307864;FAGUNDES VARELA;76,14;11,26;4,21;981,99;0,763
4307906;FARROUPILHA;76,68;9,99;2,7;1045,05;0,777
4308003;FAXINAL DO SOTURNO;76,21;10,23;5,43;760,86;0,72
4308052;FAXINALZINHO;73,03;10,28;10,18;445,67;0,666
4308078;FAZENDA VILANOVA;75,45;9,11;6,37;734,82;0,698
4308102;FELIZ;75,8;10,43;0,97;897,05;0,75
4308201;FLORES DA CUNHA;75,95;9,67;3,3;1062,06;0,754
4308250;FLORIANO PEIXOTO;76,23;10,5;4,61;626,67;0,663
4308300;FONTOURA XAVIER;73,69;9,69;18,83;511,46;0,661
4308409;FORMIGUEIRO;75,3;10;11,92;586,75;0,682
4308433;FORQUETINHA;78,13;10;6,93;812,72;0,683
4308458;FORTALEZA DOS VALOS;75,23;10,06;6,74;1021,84;0,756
4308508;FREDERICO WESTPHALEN;75,76;10,87;5,08;875,03;0,76
4308607;GARIBALDI;76,35;10,42;2,75;1355,37;0,786
4308656;GARRUCHOS;74,96;11,02;13,02;476,17;0,671
4308706;GAURAMA;76,09;11,08;4,24;765,58;0,738
4308805;GENERAL CÂMARA;74,92;9,11;10,12;640,45;0,686
4308854;GENTIL;76,76;10,51;8,02;662,04;0,733
4308904;GETÚLIO VARGAS;75,55;10,01;4,31;837,17;0,746
4309001;GIRUÁ;75,52;10,82;7,09;653,18;0,721
4309050;GLORINHA;76,54;10,66;8,46;686,99;0,714
4309100;GRAMADO;76,64;10,61;2,96;1045,52;0,764
4309126;GRAMADO DOS LOUREIROS;74,91;11,3;13,96;491,1;0,685
4309159;GRAMADO XAVIER;72,5;10,06;10,6;552,44;0,634
4309209;GRAVATAÍ;76,74;10,16;3,35;737,29;0,736
4309258;GUABIJU;76,4;11,27;4,77;1408,71;0,758
4309308;GUAÍBA;74,99;10,02;4,05;758,83;0,73
4309407;GUAPORÉ;75,22;10;3,93;1035,41;0,765
4309506;GUARANI DAS MISSÕES;76,75;10,3;5,1;615,87;0,737
4309555;HARMONIA;75,47;9,73;2,22;840,55;0,749
4309571;HERVEIRAS;72,5;9,68;10,74;516,11;0,616
4309605;HORIZONTINA;76,47;10,7;3,03;1037,04;0,783
4309654;HULHA NEGRA;72,75;9,32;9,39;465,17;0,643
4309704;HUMAITÁ;75,21;10,99;3,73;759,99;0,738
4309753;IBARAMA;72,5;10,19;7,19;572,6;0,652
4309803;IBIAÇÁ;78,28;10,81;7,05;940,93;0,739
4309902;IBIRAIARAS;75,09;10,45;6,32;795;0,724
4309951;IBIRAPUITÃ;74,66;8,95;10,64;544,81;0,638
4310009;IBIRUBÁ;75,88;10,1;3,6;1062,3;0,765
4310108;IGREJINHA;77,53;9,48;3,73;848,23;0,721
4310207;IJUÍ;76,48;10,72;4,38;1066,65;0,781
4310306;ILÓPOLIS;76,94;10,21;7,09;884,57;0,73
4310330;IMBÉ;75,82;9,65;3,12;1359,66;0,764
4310363;IMIGRANTE;75,61;9,83;1,37;928;0,743
4310405;INDEPENDÊNCIA;73,8;10,6;8,33;665,99;0,693
4310413;INHACORÁ;73,43;10,52;11,23;448,48;0,673
4310439;IPÊ;74,88;9,72;6,62;856,32;0,728
4310462;IPIRANGA DO SUL;76,94;12,38;3,33;1301,23;0,791
4310504;IRAÍ;74,12;10,88;10,03;564,49;0,691
4310538;ITAARA;75,46;9,44;6,08;913,96;0,76
4310553;ITACURUBI;73,25;10,11;8,89;593,23;0,657
4310579;ITAPUCA;75,02;9,65;9,85;660,33;0,664
4310603;ITAQUI;75,6;10,5;6,58;576,71;0,713
4310652;ITATI;74,61;9,94;13,67;592,8;0,669
4310702;ITATIBA DO SUL;73,03;10,79;12,15;607,67;0,681
4310751;IVORÁ;78,13;11,78;5,17;670,27;0,724
4310801;IVOTI;75,88;10,38;1,96;1025,02;0,784
4310850;JABOTICABA;74,2;10,32;12,92;419,41;0,658
4310876;JACUIZINHO;73,99;9,91;12,76;750,68;0,662
4310900;JACUTINGA;76,3;10,99;6,72;636,24;0,726
4311007;JAGUARÃO;74,89;9,62;6,93;616,82;0,707
4311106;JAGUARI;76,93;11,21;6,12;772,25;0,712
4311122;JAQUIRANA;71,73;9,42;11,76;392,53;0,614
4311130;JARI;75,14;8,44;8,15;418,18;0,631
4311155;JÓIA;75,48;10,34;6,68;521,7;0,686
4311205;JÚLIO DE CASTILHOS;74,96;11;6;765,91;0,716
4311239;LAGOA BONITA DO SUL;73,05;10,36;11,26;608,88;0,67
4311254;LAGOÃO;74,34;10,26;21,71;432,78;0,643
4311270;LAGOA DOS TRÊS CANTOS;76,14;9,82;2,31;933,6;0,789
4311304;LAGOA VERMELHA;78,1;9,69;7,81;771,47;0,738
4311403;LAJEADO;75,41;10,19;2,8;1130,85;0,778
4311429;LAJEADO DO BUGRE;74,33;10,08;19,72;343,1;0,613
4311502;LAVRAS DO SUL;77,05;9,52;9,81;559,67;0,699
4311601;LIBERATO SALZANO;73,59;10,71;13,6;551,91;0,685
4311627;LINDOLFO COLLOR;75,5;9,81;4,02;672,81;0,712
4311643;LINHA NOVA;75,73;10,73;2,87;857,79;0,749
4311700;MACHADINHO;73,39;10,44;11,21;669,6;0,692
4311718;MAÇAMBARÁ;74,89;10,49;10,71;499,71;0,684
4311734;MAMPITUBA;73,8;10,68;10,89;456,27;0,649
4311759;MANOEL VIANA;70,96;9,96;10,36;570,72;0,655
4311775;MAQUINÉ;77,77;9,62;8,07;604,04;0,682
4311791;MARATÁ;76,74;8,83;3,21;745,31;0,697
4311809;MARAU;76,44;9,65;3,14;980,92;0,774
4311908;MARCELINO RAMOS;75,03;10,56;6,81;777,41;0,724
4311981;MARIANA PIMENTEL;76,94;11,67;7,93;628,63;0,701
4312005;MARIANO MORO;75,55;10,62;7,57;925,46;0,73
4312054;MARQUES DE SOUZA;75,94;9,43;7,21;817,11;0,687
4312104;MATA;73,39;10,92;7,96;484,75;0,656
4312138;MATO CASTELHANO;75,34;9,85;9,96;862,71;0,727
4312153;MATO LEITÃO;76,16;9,36;3,98;708,43;0,746
4312179;MATO QUEIMADO;77,22;9,9;7,85;629,4;0,717
4312203;MAXIMILIANO DE ALMEIDA;74,48;10,19;9,33;620,58;0,699
4312252;MINAS DO LEÃO;74,55;9,33;10,86;815,23;0,681
4312302;MIRAGUAÍ;75,21;9,51;10,27;820,8;0,725
4312351;MONTAURI;76,11;10,13;6,8;1091,01;0,764
4312377;MONTE ALEGRE DOS CAMPOS;74,29;10,28;11,83;508,71;0,65
4312385;MONTE BELO DO SUL;76,13;11,1;2,47;861,81;0,752
4312401;MONTENEGRO;76,94;9,92;3,94;914,23;0,755
4312427;MORMAÇO;76,59;10,56;10,75;775,77;0,714
4312443;MORRINHOS DO SUL;75,51;9,93;9,19;705,78;0,711
4312450;MORRO REDONDO;76,84;9,84;9,47;701,43;0,702
4312476;MORRO REUTER;76,5;8,48;1,08;767,55;0,743
4312500;MOSTARDAS;75,94;9,73;11,97;627,16;0,664
4312609;MUÇUM;75,38;10,95;4,67;887,43;0,746
4312617;MUITOS CAPÕES;77,39;10,27;7,79;666,24;0,702
4312625;MULITERNO;73,48;10,64;7,39;799,52;0,689
4312658;NÃO-ME-TOQUE;75,8;9,49;3,94;1051,05;0,765
4312674;NICOLAU VERGUEIRO;75,33;11,4;5,83;974,79;0,753
4312708;NONOAI;74,98;10;11,79;634,06;0,702
4312757;NOVA ALVORADA;75,25;9,35;8,76;925,66;0,74
4312807;NOVA ARAÇÁ;75,56;11,08;2,62;1134,76;0,785
4312906;NOVA BASSANO;75,93;10,45;3,44;1010,72;0,747
4312955;NOVA BOA VISTA;75,13;10,87;2,58;928,49;0,768
4313003;NOVA BRÉSCIA;75,81;9,88;3,91;1452,06;0,778
4313011;NOVA CANDELÁRIA;76,36;10,78;2,24;1120,1;0,759
4313037;NOVA ESPERANÇA DO SUL;75,89;11,43;5,67;717,7;0,735
4313060;NOVA HARTZ;75,14;9,51;3,54;600;0,689
4313086;NOVA PÁDUA;76,11;12;3,72;914,36;0,761
4313102;NOVA PALMA;75,44;9,45;3,79;915,86;0,744
4313201;NOVA PETRÓPOLIS;78,38;10,14;2,11;994,67;0,78
4313300;NOVA PRATA;75,36;10,76;3,02;1039,74;0,766
4313334;NOVA RAMADA;75,84;10,7;6,87;861,28;0,742
4313359;NOVA ROMA DO SUL;76,06;10,04;4,87;1120,95;0,741
4313375;NOVA SANTA RITA;76,2;9,53;4,83;686,87;0,718
4313391;NOVO CABRAIS;76,12;10,91;9,26;611,08;0,688
4313409;NOVO HAMBURGO;76,11;9,55;3,52;1011,62;0,747
4313425;NOVO MACHADO;72,74;11,3;7,49;531,07;0,663
4313441;NOVO TIRADENTES;73,3;10,83;16,32;548,05;0,676
4313466;NOVO XINGU;76;11,41;5,92;847,22;0,767
4313490;NOVO BARREIRO;73,45;10,82;11,37;768,98;0,706
4313508;OSÓRIO;76,18;10,11;4,41;957,94;0,751
4313607;PAIM FILHO;77,17;8,14;8,2;729,03;0,706
4313656;PALMARES DO SUL;76,12;9,91;8,55;730,31;0,715
4313706;PALMEIRA DAS MISSÕES;74,83;10,56;9,28;715,29;0,737
4313805;PALMITINHO;75,13;10,64;9,55;652,86;0,72
4313904;PANAMBI;75,9;10,88;3,1;864,44;0,761
4313953;PANTANO GRANDE;73,93;9,48;11,33;536,01;0,661
4314001;PARAÍ;76,97;10,84;2,91;1071,25;0,773
4314027;PARAÍSO DO SUL;74,84;10,22;7,91;593,01;0,676
4314035;PARECI NOVO;76,12;9,79;1,72;788,66;0,749
4314050;PAROBÉ;78,18;8,88;4,86;625,4;0,704
4314068;PASSA SETE;71,94;9,59;14,04;427,13;0,622
4314076;PASSO DO SOBRADO;76,04;10,48;6,24;732,19;0,698
4314100;PASSO FUNDO;75,95;10,53;3,77;1068,95;0,776
4314134;PAULO BENTO;76,49;10,29;4,3;749,77;0,71
4314159;PAVERAMA;75,42;9,49;6,75;628,77;0,683
4314175;PEDRAS ALTAS;74,19;9,17;10,63;449,2;0,64
4314209;PEDRO OSÓRIO;74,76;11,35;9,16;560,06;0,678
4314308;PEJUÇARA;77,03;10,03;4,78;722,64;0,741
4314407;PELOTAS;75,64;9,89;4,31;894,35;0,739
4314423;PICADA CAFÉ;75,5;10,44;2,46;792,06;0,758
4314456;PINHAL;76,12;10,35;10,01;625,79;0,72
4314464;PINHAL DA SERRA;75,1;9,92;8,9;431,37;0,65
4314472;PINHAL GRANDE;73,25;9,76;8,34;523,52;0,678
4314498;PINHEIRINHO DO VALE;74,65;10,7;11,06;678,14;0,71
4314506;PINHEIRO MACHADO;75,73;8,87;10,34;567,32;0,661
4314555;PIRAPÓ;74,46;9,32;14,64;473,9;0,669
4314605;PIRATINI;74,24;9,44;10,95;524,3;0,658
4314704;PLANALTO;73,41;10,42;12,09;531,04;0,687
4314753;POÇO DAS ANTAS;77,63;10,11;2,87;810,09;0,744
4314779;PONTÃO;76,86;10,01;5,1;656,34;0,725
4314787;PONTE PRETA;77,44;11,01;6,89;735,35;0,725
4314803;PORTÃO;76,37;9,81;4,89;729,01;0,713
4314902;PORTO ALEGRE;76,42;9,76;2,34;1758,27;0,805
4315008;PORTO LUCENA;74,62;11,3;9,12;621,82;0,693
4315057;PORTO MAUÁ;74,87;10,16;7,06;524,57;0,698
4315073;PORTO VERA CRUZ;74,61;12;8,44;490,03;0,69
4315107;PORTO XAVIER;77,53;11,17;11,83;574,32;0,723
4315131;POUSO NOVO;75,68;10,44;9,45;935,9;0,715
4315149;PRESIDENTE LUCENA;78,12;9,97;2,31;739,9;0,757
4315156;PROGRESSO;76,66;10,14;9,54;643,93;0,683
4315172;PROTÁSIO ALVES;75,36;10,61;7,36;972,84;0,733
4315206;PUTINGA;77,39;11,18;9,09;826,94;0,715
4315305;QUARAÍ;76,14;9,32;5,92;528,64;0,704
4315313;QUATRO IRMÃOS;74,98;9,5;10,27;602,95;0,689
4315321;QUEVEDOS;74,45;11,01;9,36;509,07;0,665
4315354;QUINZE DE NOVEMBRO;75,48;11;3,73;1046,11;0,756
4315404;REDENTORA;72,52;8,62;17,6;346,4;0,631
4315453;RELVADO;77,05;11,12;4,95;935,8;0,731
4315503;RESTINGA SECA;74,7;9,8;7,57;660,14;0,683
4315552;RIO DOS ÍNDIOS;73,21;10,69;16,04;442,12;0,656
4315602;RIO GRANDE;76,66;9,51;4,85;859,2;0,744
4315701;RIO PARDO;75,75;9,76;8,7;633,1;0,693
4315750;RIOZINHO;78,11;9,57;8,93;587,62;0,661
4315800;ROCA SALES;76,15;10,61;3,22;865,23;0,729
4315909;RODEIO BONITO;75,53;10,35;8,4;767,63;0,732
4315958;ROLADOR;75,06;10,9;8,14;537,31;0,689
4316006;ROLANTE;74,8;10,53;7,02;656,75;0,688
4316105;RONDA ALTA;77,03;10,16;7,55;746,52;0,724
4316204;RONDINHA;75,53;11,46;4,46;1022,85;0,764
4316303;ROQUE GONZALES;75,55;10,57;7,49;575,83;0,688
4316402;ROSÁRIO DO SUL;75,47;9,99;8,1;643,97;0,699
4316428;SAGRADA FAMÍLIA;71,9;11,25;14,12;513,97;0,678
4316436;SALDANHA MARINHO;75,48;11,89;5,56;823,55;0,762
4316451;SALTO DO JACUÍ;75,23;9,09;9,17;596,84;0,687
4316477;SALVADOR DAS MISSÕES;76,04;10,52;1,96;663,26;0,753
4316501;SALVADOR DO SUL;75,57;10,18;2,45;852,02;0,74
4316600;SANANDUVA;75,55;10,21;5,82;931,29;0,747
4316709;SANTA BÁRBARA DO SUL;75,48;10,9;7,21;689,09;0,725
4316733;SANTA CECÍLIA DO SUL;75,34;10,6;5,47;1029,23;0,725
4316758;SANTA CLARA DO SUL;75,57;9,87;4,07;833,67;0,74
4316808;SANTA CRUZ DO SUL;76,1;10,2;3,51;1036,87;0,773
4316907;SANTA MARIA;75,89;10,85;3,33;1127,25;0,784
4316956;SANTA MARIA DO HERVAL;75,77;8,22;1,98;689,47;0,676
4316972;SANTA MARGARIDA DO SUL;77,22;9,71;13,27;588,3;0,663
4317004;SANTANA DA BOA VISTA;73,13;10,68;14,78;404,01;0,633
4317103;SANT'ANA DO LIVRAMENTO;75,77;10,57;4,47;685,04;0,727
4317202;SANTA ROSA;77,25;10,83;3,95;863,61;0,769
4317251;SANTA TEREZA;76,17;10,77;3,66;935,56;0,746
4317301;SANTA VITÓRIA DO PALMAR;76,66;9,81;6,88;657,76;0,712
4317400;SANTIAGO;77,93;10,78;4,8;828,78;0,766
4317509;SANTO ÂNGELO;76,78;11,02;4,48;936,27;0,772
4317558;SANTO ANTÔNIO DO PALMA;76,15;10,9;5,53;1069,61;0,764
4317608;SANTO ANTÔNIO DA PATRULHA;76,97;9,62;9,54;696,41;0,717
4317707;SANTO ANTÔNIO DAS MISSÕES;75,1;10,64;9,96;522,77;0,686
4317756;SANTO ANTÔNIO DO PLANALTO;78,11;9,54;5,87;626,67;0,759
4317806;SANTO AUGUSTO;75,42;10,79;9,63;866,86;0,739
4317905;SANTO CRISTO;74,2;11,35;2,71;832,4;0,738
4317954;SANTO EXPEDITO DO SUL;76,15;10,76;8,12;547,94;0,732
4318002;SÃO BORJA;76,61;10,73;6,93;705,72;0,736
4318051;SÃO DOMINGOS DO SUL;75,33;11,9;4,74;1025,84;0,763
4318101;SÃO FRANCISCO DE ASSIS;74,1;10,77;9,21;553,81;0,675
4318200;SÃO FRANCISCO DE PAULA;76,57;9,93;7,92;628,15;0,685
4318309;SÃO GABRIEL;74,31;10,02;8,46;667,06;0,699
4318408;SÃO JERÔNIMO;74,34;9,54;9,07;768,93;0,696
4318424;SÃO JOÃO DA URTIGA;74,67;11,42;9,73;632,23;0,694
4318432;SÃO JOÃO DO POLÊSINE;75,84;11,09;4,88;841,33;0,748
4318440;SÃO JORGE;75,73;9,88;4,07;853,6;0,732
4318457;SÃO JOSÉ DAS MISSÕES;71,9;11,9;10,04;462,15;0,651
4318465;SÃO JOSÉ DO HERVAL;75,8;9,85;17,67;626,93;0,717
4318481;SÃO JOSÉ DO HORTÊNCIO;74,46;9,64;1,43;693,46;0,707
4318499;SÃO JOSÉ DO INHACORÁ;74,29;12,72;2,77;720,69;0,747
4318507;SÃO JOSÉ DO NORTE;72,52;8,3;18,48;493,78;0,623
4318606;SÃO JOSÉ DO OURO;75,73;11,11;6,26;901,51;0,755
4318614;SÃO JOSÉ DO SUL;75,14;10,92;2,42;989,48;0,725
4318622;SÃO JOSÉ DOS AUSENTES;73,05;10,03;7,65;529,71;0,663
4318705;SÃO LEOPOLDO;76,65;9,7;3,32;939,93;0,739
4318804;SÃO LOURENÇO DO SUL;75,95;8,64;5,3;713,88;0,687
4318903;SÃO LUIZ GONZAGA;76,31;10,69;7,14;698,77;0,741
4319000;SÃO MARCOS;76,31;10,55;4,11;991,51;0,768
