ibgeID;Municipio;ESPVIDA;E_ANOSESTUDO;T_ANALF18M;RDPC;IDHM
2211357;VÁRZEA BRANCA;69,57;7,94;34,27;201,49;0,553
2211407;VÁRZEA GRANDE;67,49;9,14;35,55;251,64;0,571
2211506;VERA MENDES;66,1;8,5;46,82;173,56;0,503
2211605;VILA NOVA DO PIAUÍ;66,1;7,63;31,97;259,38;0,565
2211704;WALL FERRAZ;67,49;9,38;37,87;195,12;0,544
2300101;ABAIARA;69,87;9,7;31,89;229,74;0,628
2300150;ACARAPE;67,56;9,14;23,53;259,03;0,606
2300200;ACARAÚ;70,47;10,03;31,56;250,79;0,601
2300309;ACOPIARA;68,41;9,94;35,07;266,65;0,595
2300408;AIUABA;69,96;8,79;37,21;200,6;0,569
2300507;ALCÂNTARAS;70,07;9,43;31,78;243,73;0,6
2300606;ALTANEIRA;71,41;10,36;34,7;240,97;0,602
2300705;ALTO SANTO;71,44;9,12;32,46;265,07;0,601
2300754;AMONTADA;70,63;10,25;28,45;182,47;0,606
2300804;ANTONINA DO NORTE;71,32;9,39;35,38;244,83;0,599
2300903;APUIARÉS;69,44;10,63;29,19;224,63;0,618
2301000;AQUIRAZ;72,27;9,05;22,37;352,6;0,641
2301109;ARACATI;69,52;10,39;22,33;349,26;0,655
2301208;ARACOIABA;70,56;9,46;32,56;245,24;0,615
2301257;ARARENDÁ;70,76;9,77;36,61;205,43;0,59
2301307;ARARIPE;70,54;9,12;36,74;197,14;0,564
2301406;ARATUBA;71,49;9,98;28,12;215,94;0,622
2301505;ARNEIROZ;69,41;9,7;32,83;269,77;0,618
2301604;ASSARÉ;71,95;9,61;34,51;282,6;0,6
2301703;AURORA;70,81;9,1;30,24;255,78;0,605
2301802;BAIXIO;70,77;9,41;25,58;265,94;0,627
2301851;BANABUIÚ;71,71;9,97;33,25;229,99;0,606
2301901;BARBALHA;74,02;10,4;20,19;362,9;0,683
2301950;BARREIRA;71,25;9,57;29,72;246,69;0,616
2302008;BARRO;70,49;9,67;25,2;254,44;0,599
2302057;BARROQUINHA;68,2;10,22;40,2;192,96;0,571
2302107;BATURITÉ;70,2;10,13;23,7;284,88;0,619
2302206;BEBERIBE;71,67;10,02;28,28;304,61;0,638
2302305;BELA CRUZ;70,57;10,31;29,64;221,07;0,623
2302404;BOA VIAGEM;71,09;8,87;35,58;250,47;0,598
2302503;BREJO SANTO;71,06;9,02;24,35;325,64;0,647
2302602;CAMOCIM;68,71;9,95;28,94;269;0,62
2302701;CAMPOS SALES;71,11;10,57;31,53;303,68;0,63
2302800;CANINDÉ;70,88;9,15;26,99;278,9;0,612
2302909;CAPISTRANO;68,82;10,31;30,18;211,95;0,611
2303006;CARIDADE;71,74;8,18;28,99;213,18;0,592
2303105;CARIRÉ;69,92;10,09;33,39;225,75;0,596
2303204;CARIRIAÇU;68,81;9,66;34,48;243,1;0,578
2303303;CARIÚS;70,07;9,71;34,57;239,39;0,597
2303402;CARNAUBAL;70,58;10,32;32,67;224,37;0,593
2303501;CASCAVEL;72,57;9,74;24,82;309,14;0,646
2303600;CATARINA;70,85;8,93;31,11;246,38;0,618
2303659;CATUNDA;67,99;10,38;32,85;225,43;0,609
2303709;CAUCAIA;73,48;9,71;13,8;379,63;0,682
2303808;CEDRO;70,18;9,51;29,33;317,69;0,627
2303907;CHAVAL;67,97;10,25;35,66;208,7;0,586
2303931;CHORÓ;71,65;9,94;35,9;171,62;0,585
2303956;CHOROZINHO;69,53;9,35;31,18;277,4;0,604
2304004;COREAÚ;70,5;10,04;40,27;210,65;0,61
2304103;CRATEÚS;72,24;9,25;26,73;373,18;0,644
2304202;CRATO;74,3;10,47;16,03;470,46;0,713
2304236;CROATÁ;70,58;10,45;38,92;176,12;0,59
2304251;CRUZ;70,13;10,04;27,07;282,51;0,632
2304269;DEPUTADO IRAPUAN PINHEIRO;69,52;10,17;35,13;233,15;0,609
2304277;ERERÊ;70,23;9,14;32,69;246,27;0,61
2304285;EUSÉBIO;72,66;10,13;14,53;623,01;0,701
2304301;FARIAS BRITO;71,41;10,73;30,03;231,88;0,633
2304350;FORQUILHA;70,62;10,3;28,19;300,9;0,644
2304400;FORTALEZA;74,41;10,04;7,3;846,36;0,754
2304459;FORTIM;69,06;9,44;29,25;264,14;0,624
2304509;FRECHEIRINHA;69,78;9,36;36,5;246,03;0,604
2304608;GENERAL SAMPAIO;69,65;9,61;35,49;242,1;0,568
2304657;GRAÇA;70,28;9,74;39,57;195,67;0,57
2304707;GRANJA;71,68;9,46;42,37;173,99;0,559
2304806;GRANJEIRO;67,88;9,31;33,66;221,14;0,585
2304905;GROAÍRAS;68,41;10,37;27,56;304,64;0,633
2304954;GUAIÚBA;71,05;9,3;25,12;239,69;0,617
2305001;GUARACIABA DO NORTE;71,57;9,52;31,35;247,55;0,609
2305100;GUARAMIRANGA;69,14;9,34;19,47;287,35;0,637
2305209;HIDROLÂNDIA;71,48;9,38;32,69;243,41;0,597
2305233;HORIZONTE;72,3;9,29;16,74;322,78;0,658
2305266;IBARETAMA;70,52;8,86;37,54;199,63;0,577
2305308;IBIAPINA;71,04;9,94;28;258,57;0,608
2305332;IBICUITINGA;70,5;9,94;31,57;196,54;0,606
2305357;ICAPUÍ;70,44;8,66;27,79;280,79;0,616
2305407;ICÓ;68,88;9;34,96;274,01;0,606
2305506;IGUATU;73,48;9,49;24,89;434,67;0,677
2305605;INDEPENDÊNCIA;70,51;9,92;30,93;262,34;0,632
2305654;IPAPORANGA;70,93;9,79;37,28;182,11;0,579
2305704;IPAUMIRIM;68,72;8,91;29,15;380,61;0,606
2305803;IPU;70,69;8,82;30,53;301,38;0,618
2305902;IPUEIRAS;69,1;9,61;35,05;222,22;0,573
2306009;IRACEMA;68,97;10,38;28,37;328,61;0,652
2306108;IRAUÇUBA;70,28;10,24;30,66;211,75;0,605
2306207;ITAIÇABA;70,5;10,97;24,52;296,81;0,656
2306256;ITAITINGA;71,05;9,1;18,53;300,15;0,626
2306306;ITAPAGÉ;70,57;9,56;25,47;263,18;0,623
2306405;ITAPIPOCA;70,63;9,79;24,74;264,08;0,64
2306504;ITAPIÚNA;71,49;9,27;33,35;209,53;0,604
2306553;ITAREMA;70,2;10,16;29,46;214,89;0,606
2306603;ITATIRA;69,79;8,83;35,73;196,02;0,562
2306702;JAGUARETAMA;71,56;9,46;30,78;247,85;0,612
2306801;JAGUARIBARA;69,1;9,74;27,76;287,08;0,618
2306900;JAGUARIBE;70,6;9,46;27,44;294,97;0,621
2307007;JAGUARUANA;71,72;9,84;29,15;274,9;0,624
2307106;JARDIM;71,72;9,58;28,46;241,09;0,614
2307205;JATI;71,58;9,97;28,35;264,55;0,651
2307254;JIJOCA DE JERICOACOARA;68,35;10,45;25,73;365,46;0,652
2307304;JUAZEIRO DO NORTE;73,58;10,14;17,36;439,53;0,694
2307403;JUCÁS;71,32;9,82;33,93;232,22;0,598
2307502;LAVRAS DA MANGABEIRA;71,65;8,27;31,07;288,15;0,613
2307601;LIMOEIRO DO NORTE;73,22;9,52;20,49;410,03;0,682
2307635;MADALENA;71,65;9,85;28,82;225,22;0,61
2307650;MARACANAÚ;72,27;10,23;10,29;372,91;0,686
2307700;MARANGUAPE;72,27;9,91;16,68;307,81;0,659
2307809;MARCO;69,05;9,28;30,95;266,87;0,612
2307908;MARTINÓPOLE;70,57;9,72;33,02;232,17;0,599
2308005;MASSAPÊ;71,7;10,03;31,11;231,47;0,616
2308104;MAURITI;71,32;9,83;32,16;236,11;0,605
2308203;MERUOCA;70,68;8,79;20,51;258,78;0,618
2308302;MILAGRES;71,61;9,07;31;261,96;0,628
2308351;MILHÃ;72,01;9,71;31,14;260,95;0,626
2308377;MIRAÍMA;71,7;10,09;35,31;191,56;0,592
2308401;MISSÃO VELHA;70,21;9,79;30,3;293,16;0,622
2308500;MOMBAÇA;69,09;9,22;36,65;243,85;0,582
2308609;MONSENHOR TABOSA;71,37;8,99;32,33;237,18;0,61
2308708;MORADA NOVA;70,47;9,08;30,38;276,36;0,61
2308807;MORAÚJO;71,1;9,43;34,91;174,55;0,581
2308906;MORRINHOS;70,57;9,6;30,81;208,9;0,588
2309003;MUCAMBO;68,91;9,82;34,62;269,65;0,607
2309102;MULUNGU;70,56;9,33;25,06;246,35;0,607
2309201;NOVA OLINDA;71,72;9,88;25,42;272,1;0,625
2309300;NOVA RUSSAS;70,25;9,87;30,5;304,52;0,614
2309409;NOVO ORIENTE;70,79;10,04;37,03;247,79;0,605
2309458;OCARA;71,25;9,97;32,88;208,77;0,594
2309508;ORÓS;72,58;9,25;31,63;298,84;0,636
2309607;PACAJUS;72,3;9,91;19,66;354,78;0,659
2309706;PACATUBA;71,75;9,77;10,06;344,63;0,675
2309805;PACOTI;71,38;9,28;22,2;279,49;0,635
2309904;PACUJÁ;69,7;9,99;30,45;264,03;0,621
2310001;PALHANO;68,35;10,33;30,37;281,69;0,638
2310100;PALMÁCIA;69,54;9,06;26,03;315,23;0,622
2310209;PARACURU;69,73;10;21,8;328,2;0,637
2310258;PARAIPABA;69,25;9,42;21,64;283,79;0,634
2310308;PARAMBU;70,85;10,11;38,04;211,05;0,57
2310407;PARAMOTI;69,45;10,01;32,58;196,63;0,583
2310506;PEDRA BRANCA;71,73;9,69;35,99;231,56;0,603
2310605;PENAFORTE;70,64;10,11;23,95;271,18;0,646
2310704;PENTECOSTE;69,06;9,85;26,67;264,95;0,629
2310803;PEREIRO;71,56;9,2;31,85;209,49;0,601
2310852;PINDORETAMA;70,25;9,46;23,4;296,99;0,636
2310902;PIQUET CARNEIRO;71,73;9,16;28,15;217,02;0,6
2310951;PIRES FERREIRA;71,13;10,4;33,01;191,39;0,591
2311009;PORANGA;69,76;9,28;36,97;212,87;0,581
2311108;PORTEIRAS;70,9;9,42;31,54;218,44;0,622
2311207;POTENGI;70,54;8,34;37,29;215,12;0,562
2311231;POTIRETAMA;70,23;9,5;31,01;236,09;0,604
2311264;QUITERIANÓPOLIS;71,46;10,04;35,52;208,58;0,594
2311306;QUIXADÁ;71,52;9,69;24,88;317,66;0,659
2311355;QUIXELÔ;68,49;10,34;39,42;242,27;0,591
2311405;QUIXERAMOBIM;72,33;9,35;26,4;317,45;0,642
2311504;QUIXERÉ;71,44;9,73;28,01;260,79;0,622
2311603;REDENÇÃO;70;9,3;26,32;273,08;0,626
2311702;RERIUTABA;70,63;9,72;31,81;260,65;0,601
2311801;RUSSAS;72,43;10,48;21,02;372,43;0,674
2311900;SABOEIRO;67,87;9;36,71;220,94;0,575
2311959;SALITRE;68,91;8,94;43,41;176,75;0,54
2312007;SANTANA DO ACARAÚ;70,28;8,84;32,07;224,83;0,587
2312106;SANTANA DO CARIRI;71,72;10,32;32,97;212,7;0,612
2312205;SANTA QUITÉRIA;71,48;9,82;29,94;238,84;0,616
2312304;SÃO BENEDITO;70,84;9,64;29,81;263,94;0,611
2312403;SÃO GONÇALO DO AMARANTE;71,47;10,28;21,86;309,14;0,665
2312502;SÃO JOÃO DO JAGUARIBE;72,04;9,94;27,29;378,76;0,654
2312601;SÃO LUÍS DO CURU;68,13;9,55;23,96;257,9;0,62
2312700;SENADOR POMPEU;71,22;9,99;29,04;283,8;0,619
2312809;SENADOR SÁ;69,12;9,45;35,97;214,23;0,603
2312908;SOBRAL;74,93;10,66;18,4;448,89;0,714
2313005;SOLONÓPOLE;70,22;9,91;28,14;269,25;0,625
2313104;TABULEIRO DO NORTE;72,43;9,19;24,16;379,75;0,645
2313203;TAMBORIL;71,71;9,61;35,86;211,64;0,58
2313252;TARRAFAS;70,04;9,69;38,87;214,72;0,576
2313302;TAUÁ;71,4;9,86;29,4;305,42;0,633
2313351;TEJUÇUOCA;69,54;9,42;30,21;199,81;0,584
2313401;TIANGUÁ;71,07;9,68;26,18;398,29;0,657
2313500;TRAIRI;69,34;10,45;26,07;205,89;0,606
2313559;TURURU;70,57;9,89;30,51;188,84;0,606
2313609;UBAJARA;71,14;9,88;26,86;325,13;0,648
2313708;UMARI;71,65;8,51;34,57;223,62;0,591
2313757;UMIRIM;70,07;9,1;31,3;195,42;0,587
2313807;URUBURETAMA;70,57;10,14;24,56;267,47;0,639
2313906;URUOCA;69,7;9,85;39,79;182,85;0,566
2313955;VARJOTA;68,65;9,47;28,85;286,41;0,611
2314003;VÁRZEA ALEGRE;70,54;9,8;30,64;276,17;0,629
2314102;VIÇOSA DO CEARÁ;70,2;8,94;35,01;204,23;0,571
2400109;ACARI;71,73;10,05;18,9;410,61;0,679
2400208;AÇU;72,69;9,72;23,91;432,38;0,661
2400307;AFONSO BEZERRA;67,76;9,66;32,61;261,3;0,585
2400406;ÁGUA NOVA;71,56;10,52;24,91;212,82;0,616
2400505;ALEXANDRIA;71,71;8,74;35,57;296,5;0,606
2400604;ALMINO AFONSO;69,32;9,91;26,71;291,3;0,624
2400703;ALTO DO RODRIGUES;72,98;9,86;20,47;447,67;0,672
2400802;ANGICOS;70,34;9,39;28,14;347,65;0,624
2400901;ANTÔNIO MARTINS;70,6;8,73;32,77;251,04;0,578
2401008;APODI;69,79;9,58;25,59;358,66;0,639
2401107;AREIA BRANCA;72,38;10,36;17,34;449,02;0,682
2401206;ARÊS;68,47;9,03;27,63;309,04;0,606
2401305;AUGUSTO SEVERO;71,46;8,84;31,12;388,39;0,621
2401404;BAÍA FORMOSA;68,05;9,46;24,56;315,25;0,609
2401453;BARAÚNA;70,36;8,32;30,18;263,68;0,574
2401503;BARCELONA;68,58;9,34;32,07;266,71;0,566
2401602;BENTO FERNANDES;69,22;10,13;30,82;233,48;0,582
2401651;BODÓ;71,33;8,65;26,59;277,16;0,629
2401701;BOM JESUS;69,56;8,84;34,66;300,38;0,584
2401800;BREJINHO;68,29;8,44;33,67;304,8;0,592
2401859;CAIÇARA DO NORTE;68,61;8,27;27,7;280,53;0,574
2401909;CAIÇARA DO RIO DO VENTO;69,01;9,43;27,68;250,07;0,587
2402006;CAICÓ;74,45;9,97;16,2;637,13;0,71
2402105;CAMPO REDONDO;70,47;9,88;27,71;251,73;0,626
2402204;CANGUARETAMA;68,07;8,64;29,05;256,22;0,579
2402303;CARAÚBAS;72,15;9,62;28,48;321,99;0,638
2402402;CARNAÚBA DOS DANTAS;72,76;9,6;15,35;387,8;0,659
2402501;CARNAUBAIS;69,25;8,82;27,39;300,27;0,589
2402600;CEARÁ-MIRIM;71,44;8,75;23,4;332,89;0,616
2402709;CERRO CORÁ;70,26;10,09;29,51;282,84;0,607
2402808;CORONEL EZEQUIEL;71,68;9,06;32,25;238,25;0,587
2402907;CORONEL JOÃO PESSOA;69,86;8,69;36,02;243,22;0,578
2403004;CRUZETA;69,89;9,96;23,75;339,38;0,654
2403103;CURRAIS NOVOS;72,62;9,91;19,05;526,96;0,691
2403202;DOUTOR SEVERIANO;69,79;9,99;26,78;272,21;0,621
2403251;PARNAMIRIM;74,52;10,24;8,39;850,44;0,766
2403301;ENCANTO;72,21;9,33;26,28;312,34;0,629
2403400;EQUADOR;70,87;9,61;24,68;292,55;0,623
2403509;ESPÍRITO SANTO;69,88;9,2;41,45;243,23;0,558
2403608;EXTREMOZ;73,5;8,84;18,42;428,65;0,66
2403707;FELIPE GUERRA;71,1;9,67;22,7;298,6;0,636
2403756;FERNANDO PEDROZA;68,62;8,6;31,53;269,67;0,597
2403806;FLORÂNIA;71,51;9,28;24,75;359;0,642
2403905;FRANCISCO DANTAS;68,91;8,12;30,86;298,43;0,606
2404002;FRUTUOSO GOMES;69,24;9,33;27,4;269,48;0,597
2404101;GALINHOS;68,39;8,53;28,62;291,78;0,564
2404200;GOIANINHA;72;9,05;25,67;377,59;0,638
2404309;GOVERNADOR DIX-SEPT ROSADO;70,52;8,79;25,67;267,12;0,592
2404408;GROSSOS;72,39;10,51;27,26;410,84;0,664
2404507;GUAMARÉ;71,13;8,45;24,47;407,49;0,626
2404606;IELMO MARINHO;70,93;8,48;30,42;204,5;0,55
2404705;IPANGUAÇU;69,63;8,94;29,62;273,8;0,603
2404804;IPUEIRA;72,27;9,62;25,07;395,09;0,679
2404853;ITAJÁ;71,11;9,38;27,39;306;0,624
2404903;ITAÚ;68,62;10,33;23,93;310,63;0,614
2405009;JAÇANÃ;71,35;9,29;30,06;259,77;0,604
2405108;JANDAÍRA;67,54;8,85;35,51;261,85;0,569
2405207;JANDUÍS;71,53;8,82;29,61;272,39;0,615
2405306;JANUÁRIO CICCO;71,28;9,94;38,33;192,34;0,574
2405405;JAPI;68,58;9,65;37,27;214,04;0,569
2405504;JARDIM DE ANGICOS;69,37;9,28;28,68;255,49;0,565
2405603;JARDIM DE PIRANHAS;72,49;8,97;27,35;314,6;0,603
2405702;JARDIM DO SERIDÓ;71,31;10,13;19,57;447,53;0,663
2405801;JOÃO CÂMARA;68,45;9,75;28,86;335,64;0,595
2405900;JOÃO DIAS;71,28;7,58;42,02;174,39;0,53
2406007;JOSÉ DA PENHA;72,29;9,53;31,54;301,09;0,608
2406106;JUCURUTU;70,28;9,4;33,4;301,94;0,601
2406155;JUNDIÁ;71,47;8,93;38,11;248,13;0,595
2406205;LAGOA D'ANTA;69,36;9,73;35,83;295,37;0,601
2406304;LAGOA DE PEDRAS;69,06;8,92;40,05;214,84;0,553
2406403;LAGOA DE VELHOS;72,36;8,17;28,74;270,76;0,589
2406502;LAGOA NOVA;70,81;9,19;31,46;233,77;0,585
2406601;LAGOA SALGADA;71,28;8,93;40,15;247,22;0,582
2406700;LAJES;70,37;9,14;28,95;292,5;0,624
2406809;LAJES PINTADAS;71,12;9,35;29,46;258,98;0,625
2406908;LUCRÉCIA;72,12;9,17;25,89;388,31;0,646
2407005;LUÍS GOMES;71,56;9,82;31,58;237,26;0,608
2407104;MACAÍBA;72,04;9,31;24,09;363,97;0,64
2407203;MACAU;72,49;9,18;20,03;457,22;0,665
2407252;MAJOR SALES;71,46;10,43;31,19;282,48;0,617
2407302;MARCELINO VIEIRA;71,56;9,62;32,19;279,42;0,609
2407401;MARTINS;71,31;9,56;20,37;295,35;0,622
2407500;MAXARANGUAPE;70,83;9,79;23,7;298,87;0,608
2407609;MESSIAS TARGINO;71,71;10,02;34,45;350,8;0,644
2407708;MONTANHAS;67,02;8,38;32,82;249,75;0,557
2407807;MONTE ALEGRE;71,18;9,29;31,08;292,15;0,609
2407906;MONTE DAS GAMELEIRAS;70,14;9,78;33,15;261,41;0,598
2408003;MOSSORÓ;73,64;9,97;14,67;600,28;0,72
2408102;NATAL;75,08;9,85;8,73;950,34;0,763
2408201;NÍSIA FLORESTA;71,37;9,56;24,07;337,75;0,622
2408300;NOVA CRUZ;72,28;9,07;33,67;313,34;0,629
2408409;OLHO-D'ÁGUA DO BORGES;68,14;9,77;36,79;290,17;0,585
2408508;OURO BRANCO;72,31;8,67;22,17;355,71;0,645
2408607;PARANÁ;71,56;9,27;35,58;219,34;0,589
2408706;PARAÚ;68,23;9,71;29,64;298,75;0,603
2408805;PARAZINHO;68,15;8,94;35,35;234,75;0,549
2408904;PARELHAS;73,09;10,3;18,32;390,54;0,676
2408953;RIO DO FOGO;69,28;9,99;28,92;239,1;0,569
2409100;PASSA E FICA;70,79;9,24;34,81;269,09;0,606
2409209;PASSAGEM;69,83;9,62;30,41;241,15;0,589
2409308;PATU;71,07;9,65;29,68;331,98;0,618
2409332;SANTA MARIA;71,73;9,49;31,19;251,9;0,59
2409407;PAU DOS FERROS;73,16;10,15;19,21;504,82;0,678
2409506;PEDRA GRANDE;71,35;8,61;26,62;210,52;0,559
2409605;PEDRA PRETA;70,1;9,35;25,21;216,3;0,558
2409704;PEDRO AVELINO;72,27;8,94;30,5;289,53;0,583
2409803;PEDRO VELHO;69,27;9,5;33,99;263,8;0,568
2409902;PENDÊNCIAS;70,17;9,06;24,44;412,01;0,631
2410009;PILÕES;71,63;9,26;31,49;270,87;0,614
2410108;POÇO BRANCO;70,93;9,1;31,88;263,9;0,587
2410207;PORTALEGRE;70,22;9,69;25,62;296,9;0,621
2410256;PORTO DO MANGUE;68,89;9,53;30,22;257,49;0,59
2410306;PRESIDENTE JUSCELINO;67,75;8,81;34,91;247,77;0,563
2410405;PUREZA;71,46;8,75;30,69;198,93;0,567
2410504;RAFAEL FERNANDES;69,24;9,91;25,99;311,04;0,608
2410603;RAFAEL GODEIRO;72,32;10,88;27,54;300,88;0,654
2410702;RIACHO DA CRUZ;70,03;8,52;28,07;237,37;0,584
2410801;RIACHO DE SANTANA;71,56;9,23;29,58;237,37;0,591
2410900;RIACHUELO;71,01;8,43;32,68;262,85;0,592
2411007;RODOLFO FERNANDES;70,5;9,58;32,64;263,32;0,604
2411056;TIBAU;71,13;9,61;24,18;396,51;0,635
2411106;RUY BARBOSA;71,8;9,54;34,35;241,96;0,605
2411205;SANTA CRUZ;70,67;9,73;26,13;327,61;0,635
2411403;SANTANA DO MATOS;71,04;8,92;30,69;258,64;0,591
2411429;SANTANA DO SERIDÓ;71,04;8,92;20,66;325,16;0,642
2411502;SANTO ANTÔNIO;71,94;9,29;32,99;323,81;0,62
2411601;SÃO BENTO DO NORTE;70,62;7,89;35,33;231,17;0,555
2411700;SÃO BENTO DO TRAIRÍ;70,79;9,17;30,43;210,78;0,595
2411809;SÃO FERNANDO;69,98;9,45;29,09;316,21;0,608
2411908;SÃO FRANCISCO DO OESTE;71,75;9,25;28,58;298,15;0,628
2412005;SÃO GONÇALO DO AMARANTE;74,72;9,18;15,68;377,16;0,661
2412104;SÃO JOÃO DO SABUGI;71,73;9,73;21,84;379,2;0,655
2412203;SÃO JOSÉ DE MIPIBU;69,86;9,01;26,31;331,85;0,611
2412302;SÃO JOSÉ DO CAMPESTRE;72,34;9,45;31,68;267,55;0,615
2412401;SÃO JOSÉ DO SERIDÓ;73,89;10,01;17,46;414,22;0,694
2412500;SÃO MIGUEL;69,83;10,27;32,62;285,2;0,606
2412559;SÃO MIGUEL DO GOSTOSO;72,39;8,79;32,51;257,1;0,591
2412609;SÃO PAULO DO POTENGI;69,63;9,19;27;303,74;0,622
2412708;SÃO PEDRO;72,62;8,96;32,56;285,21;0,589
2412807;SÃO RAFAEL;72,19;10,07;33,28;309,77;0,611
2412906;SÃO TOMÉ;71,22;8,94;33,4;268,71;0,585
2413003;SÃO VICENTE;72,19;9,24;24,37;346,89;0,642
2413102;SENADOR ELÓI DE SOUZA;70,12;9,53;34,05;207,76;0,583
2413201;SENADOR GEORGINO AVELINO;69,89;7,72;29,06;234,85;0,57
2413300;SERRA DE SÃO BENTO;69,46;9;39,7;247,06;0,582
2413359;SERRA DO MEL;71,35;9,19;27,02;284,48;0,614
2413409;SERRA NEGRA DO NORTE;72,22;8,47;26,95;292,16;0,597
2413508;SERRINHA;70,42;10,2;34,44;240,51;0,592
2413557;SERRINHA DOS PINTOS;71,92;9,42;28,03;252,46;0,598
2413607;SEVERIANO MELO;68,65;9,41;30,39;293,49;0,604
2413706;SÍTIO NOVO;68,32;9,74;34,23;214,04;0,572
2413805;TABOLEIRO GRANDE;72,51;10,36;24,94;277,54;0,612
2413904;TAIPU;71,68;8,41;36,94;235,78;0,569
2414001;TANGARÁ;71,21;9,32;29,38;270,47;0,608
2414100;TENENTE ANANIAS;71,73;8,43;28,05;276,94;0,592
2414159;TENENTE LAURENTINO CRUZ;69,21;10,62;23,5;259,72;0,623
2414209;TIBAU DO SUL;72,62;7,7;22,88;523,75;0,645
2414308;TIMBAÚBA DOS BATISTAS;68,35;10,18;24,72;365,42;0,64
2414407;TOUROS;67,95;8,77;32,11;264,4;0,572
2414456;TRIUNFO POTIGUAR;68,81;9,89;31,89;294,09;0,602
2414506;UMARIZAL;72,49;9,84;27,32;313,6;0,618
2414605;UPANEMA;70,5;8,6;30,78;233,97;0,596
2414704;VÁRZEA;71,28;10,16;33,62;289,33;0,626
2414753;VENHA-VER;68,31;8,93;35,58;180,53;0,555
2414803;VERA CRUZ;69,12;9,16;34,64;258,12;0,587
2414902;VIÇOSA;69,81;8,99;24,37;247,9;0,592
2415008;VILA FLOR;68,29;8,45;26,06;262,96;0,576
2500106;ÁGUA BRANCA;67,72;7,87;28,75;233,65;0,572
2500205;AGUIAR;70,17;9,36;40,28;407,32;0,597
2500304;ALAGOA GRANDE;72,83;7,78;37,49;287,94;0,582
2500403;ALAGOA NOVA;69,93;8,97;30,72;272,81;0,576
2500502;ALAGOINHA;72,72;9,01;38,44;284,64;0,595
2500536;ALCANTIL;70,91;7,82;33,02;245,01;0,578
2500577;ALGODÃO DE JANDAÍRA;69,93;9,03;35,45;218,7;0,548
2500601;ALHANDRA;71,69;8,67;28,3;236,14;0,582
2500700;SÃO JOÃO DO RIO DO PEIXE;71,94;9,45;29,64;306,87;0,608
2500734;AMPARO;70,14;9,7;23,43;225,5;0,606
2500775;APARECIDA;69,79;9,09;31,19;271,98;0,578
2500809;ARAÇAGI;69,7;8,13;41,75;230,52;0,549
2500908;ARARA;67,69;8,66;41,44;276,67;0,548
2501005;ARARUNA;70,45;9,56;42,7;244,02;0,567
2501104;AREIA;70,34;9,1;32,46;319,92;0,594
2501153;AREIA DE BARAÚNAS;65,81;9,79;35,02;270,54;0,562
2501203;AREIAL;71,75;9,73;28,8;282,18;0,608
2501302;AROEIRAS;69,71;8,23;38,31;226,05;0,548
2501351;ASSUNÇÃO;69,3;9,41;28,58;336,67;0,609
2501401;BAÍA DA TRAIÇÃO;68,84;8,8;27,6;231,78;0,581
2501500;BANANEIRAS;70,98;8,74;38,27;253,3;0,568
2501534;BARAÚNA;68,05;9,12;30,32;211,36;0,558
2501575;BARRA DE SANTANA;69,81;9,05;33,38;211,08;0,567
2501609;BARRA DE SANTA ROSA;70,2;8,39;39,87;233,51;0,562
2501708;BARRA DE SÃO MIGUEL;68,7;8,77;25,09;302,44;0,572
2501807;BAYEUX;71,73;9,02;16,54;376,74;0,649
2501906;BELÉM;70,55;9;36,5;256,2;0,592
2502003;BELÉM DO BREJO DO CRUZ;71,72;8,97;41,01;245,71;0,578
2502052;BERNARDINO BATISTA;67,96;9,66;34,12;211,04;0,558
2502102;BOA VENTURA;72,38;9,13;31,27;271,06;0,599
2502151;BOA VISTA;72,73;10,49;17,29;314,11;0,649
2502201;BOM JESUS;70,72;9,73;27,12;303,29;0,597
2502300;BOM SUCESSO;70,14;10,07;32,77;257,9;0,592
2502409;BONITO DE SANTA FÉ;72,18;7,48;31,28;267,09;0,574
2502508;BOQUEIRÃO;70,79;9,14;26,13;319,11;0,607
2502607;IGARACY;72,65;9,23;34,75;286,68;0,61
2502706;BORBOREMA;69,99;8,39;35,36;236,01;0,558
2502805;BREJO DO CRUZ;72,85;8,95;33,63;287,2;0,597
2502904;BREJO DOS SANTOS;71,58;10,02;30,2;267,6;0,619
2503001;CAAPORÃ;70,41;8,97;25,65;268,46;0,602
2503100;CABACEIRAS;70,54;9,63;19,35;283,93;0,611
2503209;CABEDELO;74,31;9,85;11,24;1036,21;0,748
2503308;CACHOEIRA DOS ÍNDIOS;70,95;9,04;29,22;301,77;0,587
2503407;CACIMBA DE AREIA;71,25;8,82;28,93;249,79;0,596
2503506;CACIMBA DE DENTRO;71,59;9,02;42,43;246,21;0,564
2503555;CACIMBAS;65,3;8,68;40,48;181,17;0,523
2503605;CAIÇARA;68,96;9,08;36,75;294,68;0,592
2503704;CAJAZEIRAS;73,87;9,92;20,73;511,56;0,679
2503753;CAJAZEIRINHAS;71,35;8,32;37,65;205,12;0,55
2503803;CALDAS BRANDÃO;68,39;8,87;38,5;264,06;0,568
2503902;CAMALAÚ;71,18;8;32,04;242,92;0,567
2504009;CAMPINA GRANDE;73,73;9,69;12,39;630,03;0,72
2504033;CAPIM;68,69;8,32;43,38;203,67;0,533
2504074;CARAÚBAS;67,61;8,73;20,53;296,38;0,585
2504108;CARRAPATEIRA;70,91;9,14;30,55;214,54;0,603
